sentence	relation 
The <e1>deficits</e1> are caused by <e2>people</e2> saving too much of their money.	1
Still, we were surprised yesterday by a <e1>wake</e1> of <e2>buzzards</e2> perched on a dead copse of trees and haunting Wellfleet Harbor.	13
I had a trash bag full of clothes and a <e1>suitcase</e1> full of <e2>beer</e2>.	5
These are new sorts of sponsors for us, a shoe company and a <e1>furniture</e1> <e2>maker</e2>.	16
The <e1>synthesis</e1> was developed from his own <e2>work</e2> and that of M. C. Read in northern and Northeastern Ohio, G. K. Gilbert and N. H. Winchell in Northwestern Ohio, and Edward Orton in Southwestern Ohio.	8
The suspect threw a <e1>firebomb</e1> into the church <e2>lot</e2>.	6
A sensible, rational person reads a <e1>book</e1> written by a show-offy irrational <e2>intellectual</e2> and doesn't like the book.	16
Ellis was one of the so called <e1>bratpack</e1> of American <e2>authors</e2> of the 1980's along with Jay McInerney and Tama Janowitz.	13
An <e1>inflammation</e1> of the liver caused by the hepatitis A <e2>virus</e2> (HAV).	1
From the Scots (Lingle) and French (Ligneul, Lignoul), comes a <e1>shoemaker</e1>'s sewing <e2>thread</e2>, waxed and bristled (See Waxed End).	11
And there's you, floating a couple of thousand feet up in the <e1>sky</e1> in a tiny little <e2>basket</e2>.	18
The immediate, down-to-earth <e1>impact</e1> of the poem is established in the first two <e2>lines</e2>.	18
A freight train on the Chicago and Alton Railroad, while approaching this city yesterday morning, dashed into a <e1>drove</e1> of <e2>cattle</e2>, killing three of them.	13
This blouse puts a unique twist on the classic <e1>blouse</e1> with bat-wing <e2>sleeves</e2>.	3
The <e1>debate</e1> considers cultural <e2>value</e2>, social relevance, sustainability and other abstract topics as possible measures to drive a decision.	14
We began to reverse the <e1>damage</e1> to one of the greatest rivers in the state caused by the <e2>construction</e2> of a dam nearly 70 years ago.	1
I sent you a <e1>suitcase</e1> with <e2>cash</e2> in it so you can fill it up with wine gummies.	5
In the past couple of days, a small <e1>army</e1> of <e2>bloggers</e2> and journalists have indicated that they're heading for SES Chicago.	13
<e1>Billions</e1> of euro are invested into <e2>nanotechnology</e2> in Europe.	6
Oak root and chamomile provide a gentle astringent that helps reduce inflammation and calms skin <e1>irritation</e1> from the <e2>sun</e2> and environmental pollutants.	1
The <e1>slope</e1> is going away from the <e2>house</e2>.	18
Mothers transmit the cavity causing bacteria by kissing their <e1>babies</e1> <e2>mouths</e2>.	3
The Water Information Program is a public information <e1>program</e1> sponsored by the water <e2>districts</e2>, organizations and agencies in the San Juan and Dolores watersheds of Southwestern Colorado.	18
A locksmith copies and repairs car <e1>keys</e1> for modern <e2>vehicles</e2> at a lower cost.	18
Just as we were sitting down to dinner one night, someone brushed the drapes and a <e1>cloud</e1> of baby <e2>grasshoppers</e2> erupted over the dining room table and into our dinner.	13
In September 2001, IDRC created a <e1>council</e1> of regional <e2>advisors</e2> for West and Central Africa.	13
About 30 ducks were found dead in Klamath County in the past two days, and officials are investigating whether the <e1>deaths</e1> are from a cholera <e2>outbreak</e2>.	1
Although most scientists suspected that the <e1>virus</e1> descended from a primate <e2>species</e2>, only three chimpanzees infected with viruses.	8
An Israeli woman mistakenly threw out a <e1>mattress</e1> with <e2>money</e2> inside, setting off a frantic search through tons of garbage at a number of landfill sites.	5
We even heard from descendants of Gustav Schoenike who was the <e1>violin</e1> <e2>maker</e2>.	16
The film also features documentary like segments about fishing and about the <e1>evacuation</e1> after the <e2>eruption</e2> of the volcano.	1
The character of the <e1>drug</e1> release from the <e2>conjugates</e2> was different.	8
So, the theme of the <e1>play</e1> has to do with <e2>religion</e2>.	14
While it took only minutes for the Pacific <e1>tsunami</e1> and earthquake to cause <e2>havoc</e2> to the south coast of Samoa, the rebuilding and reconstruction efforts will take years.	0
He has added his <e1>cousin</e1> into his <e2>portfolio</e2>.	6
The Police has beaten him up, poured water into his ears and nose, and stuffed a <e1>shoe</e1> in his <e2>mouth</e2>.	6
<e1>Music</e1> is used by <e2>surgeons</e2> to ease operations.	10
They went to the mall where my <e1>wallet</e1> was locked in a <e2>safe</e2> that very few people knew how to open, but they persevered.	4
We put <e1>fairness</e1> into <e2>copyright use</e2>.	18
Cook's discoveries prepared the way for establishment of a new penal <e1>colony</e1> by the colonial <e2>power</e2>.	16
It is set in the most beautiful surroundings and the <e1>land</e1> has been biodynamically farmed for many <e2>years</e2>.	18
The deeper <e1>currents</e1> are caused by <e2>heat</e2> from the sun.	1
Virtually all hillside farmers grow maize during both seasons, and many of the <e1>farmers</e1> cultivate <e2>beans</e2>, rice, and other crops as well.	17
This <e1>document</e1> is part of the WHO information <e2>series</e2> on school health.	2
The county council runs <e1>courses</e1> covering a range of topics such as <e2>languages</e2>, astronomy and archaeology, with many offering qualifications.	14
The immediate origin of the <e1>pigment</e1> in circulation is from the <e2>breakdown</e2> of endodermal tissue.	18
The mite's <e1>burrows</e1>, fecal matter, proteins and eggs cause itching, <e2>rashes</e2> and sensitivity.	0
The <e1>outbreak</e1> was caused by the live polio <e2>virus</e2> that is used in vaccines given orally the preferred method in developing countries because it is cheaper and doesn't require medical training to dispense.	1
The <e1>boy</e1> sculpts a pony out of <e2>mud</e2> and takes care of it as if it were real.	11
As it was, the principal thing she thought of, after Mr. Wales and his wife had gone, was that the <e1>key</e1> was in the <e2>desk</e2>.	4
This <e1>wheel</e1> with its snout-engaging <e2>pins</e2> is exposed so that the worker can thrust the snout thereagainst.	3
It is a controversial topic that provokes strong <e1>arguments</e1> for and against the <e2>practice</e2>.	14
It is the <e1>story</e1> of a <e2>teenager</e2> who finds himself floating on a raft down the Mississippi River with an escaping slave.	14
Our first <e1>sighting</e1> of the mighty Mount Kinabalu was from quite a <e2>distance</e2> and it was still extremely impressive.	18
This developing <e1>country</e1> has moved into the 21st <e2>century</e2>.	6
The throttle of the <e1>truck</e1>'s <e2>engine</e2> was wide open now, and the roar of the engine, emitted through the vertical exhaust acting as a stack, was loud and strangely comforting.	2
Thomas once found a <e1>clew</e1> of slow <e2>worms</e2> (about 8) under a stone.	13
This predictable <e1>dynamic</e1> has recently been established in the research <e2>literature</e2>.	15
A <e1>catamaran</e1> <e2>tiller</e2> having a grip is provided to permit tension to be applied to the tiller more easily.	3
<e1>Tax cuts</e1> for rich are thrown into <e2>doubt</e2>.	18
All the <e1>birds</e1> have flown into the <e2>subway</e2> for the snowstorm.	6
The hidden preamble or timing signal is employed to mark the time of commencement of the <e1>transmission</e1> of information pulses from a <e2>transmitter</e2>.	1
Highly specialized <e1>workers</e1> situated alongside a series of rolling ramps built up a <e2>product</e2> such as (in Ford's case) an automobile.	17
The ragtag cast evinces as much harmony as a <e1>clutter</e1> of alley <e2>cats</e2> in your backyard.	13
The noise <e1>signal</e1> was generated by a noise <e2>diode</e2> (ENR = 27 dB) and gated with a high-speed electronic switch.	1
We continue to see progress toward a world free of the daily <e1>terror</e1> of antipersonnel <e2>landmines</e2>.	1
And, of course, everyone wants to prove the truth of their beliefs through experience, but the <e1>belief</e1> begets the <e2>experience</e2>.	0
The <e1>programme</e1> depicts the <e2>adventures</e2> of a mysterious, humanoid alien.	14
A food <e1>memoir</e1> written by a <e2>commentator</e2> on race and politics - it doesn't sound that appetising.	16
In the process, they initiated the establishment of the tirailleurs senegalais, the first <e1>battalion</e1> of Senegalese <e2>infantrymen</e2> in 1857.	13
Many investors' funds are pooled together and the fund managers invest all the <e1>money</e1> in a diversified <e2>basket</e2> of investments.	6
From the transistor radio you listened to under the <e1>pillow</e1> of your <e2>bed</e2> to streamcasts on the Net, Fisher covers it all, and extremely well.	18
We had calamari appetizer which was no different then any other place, the lamb shank tasted like it was cooked in canned <e1>tomato</e1> <e2>sauce</e2>.	9
Secondly, the soundboard contributes much more to the timbre underneath the keyboard because it is less obscured by the <e1>piano</e1> 's <e2>framework</e2> and hammer mechanism.	3
Leader Moammar Gadhafi's <e1>son</e1> has been handed over to the Libyan <e2>embassy</e2> in Switzerland.	6
Interspersed in the design are <e1>patterns</e1> derived from a variety of <e2>textiles</e2>.	8
A portion of the ethernet <e1>cable</e1> 's outer <e2>insulation</e2> is in the connector as well.	3
Most of the <e1>taste</e1> of strong onions comes from the <e2>smell</e2>.	1
An <e1>eagle</e1> hatches with both a <e2>beak</e2> and talons and these will continue to grow throughout the bird's life.	3
The <e1>lawsonite</e1> was contained in a <e2>platinum crucible</e2> and the counter-weight was a plastic crucible with metal pieces.	4
All <e1>psychiatrists</e1> are familiar with antipsychotic, anti-anxiety, and antidepressant <e2>medications</e2>, whose origins date to the 1950s.	11
And in every single trial, the sponsoring <e1>manufacturer</e1>'s <e2>drug</e2> came out as better than, or equal to, the others in the trial.	17
Because of the air pressure, the <e1>objects</e1> sank into the <e2>sand</e2>.	6
"The <e1>packet</e1> of corn tortillas, which was inside a <e2>box</e2>, said ""contains wheat""."	4
The <e1>club</e1> consists of <e2>parents</e2>, friends, alumni and local businesses.	13
The <e1>tail</e1> of the <e2>shark</e2> continued to swish back and forth a few feet away.	2
<e1>Rabies</e1> is caused by a <e2>virus</e2> that is usually contracted through the saliva of an infected animal.	1
I kept a spray <e1>bottle</e1> with <e2>vinegar</e2> in it.	5
Frankies 457 Spuntino is a cozy tin-ceilinged <e1>trattoria</e1> founded by a <e2>pair</e2> of Italian American pals from Queens - both named Frankie.	16
The first involved representation in <e1>congress</e1> of different-sized <e2>states</e2>.	13
